FID_data,__1,PURCHASE,FLOORSZ,TYPEDETCH,TPSEMIDTCH,TYPETRRD,TYPEBNGLW,TYPEFLAT,BLDPWW1,BLDPOSTW,BLD60S,BLD70S,BLD80S,BLD90S,BATH2,BEDS2,GARAGE1,CENTHEAT,UNEMPLOY,PROF,BLDINTW,X,Y,coords.x1,coords.x2,optional,FID_London,NAME,GSS_CODE,HECTARES,NONLD_AREA,ONS_INNER,LON,LAT
971,971,87500,50,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,12.49154834,27.13591846,0,532200,176900,532200,176900,TRUE,11,Southwark,E09000028,2991.34,105.139,T,-0.096226314,51.47510821
1393,1393,87510,73,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,10.85931835,23.76638856,0,540100,184400,540100,184400,TRUE,30,Newham,E09000025,3857.806,237.637,T,0.020445681,51.54060858
245,245,87950,92,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,2.195971528,50.36791759,1,544300,167500,544300,167500,TRUE,2,Bromley,E09000006,15013.487,0,F,0.074074249,51.38767598
391,391,87950,48,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,4.038086498,41.76796283,0,537000,169600,537000,169600,TRUE,2,Bromley,E09000006,15013.487,0,F,-0.02997194,51.40835897
1287,1287,87950,57,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,5.297438124,33.35071514,1,516500,183100,516500,183100,TRUE,4,Ealing,E09000009,5554.428,0,F,-0.32015758,51.53428948
243,243,88000,65,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,2.935979339,43.97332063,0,540200,167500,540200,167500,TRUE,2,Bromley,E09000006,15013.487,0,F,0.015183249,51.38870385
308,308,88000,50,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,3.477278433,47.961664,0,540000,168300,540000,168300,TRUE,2,Bromley,E09000006,15013.487,0,F,0.01262599,51.39594293
351,351,88000,89,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,6.525220176,31.35201306,0,532700,169100,532700,169100,TRUE,1,Croydon,E09000008,8649.441,0,F,-0.091954594,51.40488785
581,581,88000,77,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,2.764716946,44.85935509,0,546700,171900,546700,171900,TRUE,14,Bexley,E09000004,6428.649,370.619,F,0.110365529,51.42660139
712,712,88000,75,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,8.488672211,36.24413867,0,538200,173600,538200,173600,TRUE,12,Lewisham,E09000023,3531.706,16.795,T,-0.011166777,51.44401656
769,769,88000,69,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,3.105125327,32.23791679,0,545300,174300,545300,174300,TRUE,14,Bexley,E09000004,6428.649,370.619,F,0.09122526,51.44852998
974,974,88000,80,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,6.943005181,21.93677777,0,552500,176900,552500,176900,TRUE,14,Bexley,E09000004,6428.649,370.619,F,0.195892572,51.47000008
1074,1074,88000,96,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,9.303525365,23.48644578,0,547000,178600,547000,178600,TRUE,13,Greenwich,E09000011,5044.19,310.785,F,0.117463254,51.48673276
1427,1427,88000,98,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,12.25791214,18.45637584,0,543200,184900,543200,184900,TRUE,30,Newham,E09000025,3857.806,237.637,T,0.065324758,51.54432378
1508,1508,88000,58,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,11.20821499,34.07588241,0,535500,185900,535500,185900,TRUE,28,Hackney,E09000012,1904.902,0,T,-0.045272946,51.55521264
1871,1871,88000,52,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,7.312744054,33.40355376,0,537000,190300,537000,190300,TRUE,16,Waltham Forest,E09000031,3880.793,0,F,-0.021931339,51.59439324
2094,2094,88000,60,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,7.612403101,22.35818362,1,535300,197800,535300,197800,TRUE,15,Enfield,E09000010,8220.025,0,F,-0.043562963,51.6622072
809,809,88500,80,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,6.529752501,40.35696221,0,536500,174700,536500,174700,TRUE,12,Lewisham,E09000023,3531.706,16.795,T,-0.035191446,51.45431492
2027,2027,88500,66,0,0,0,0,1,0,0,1,0,0,0,0,1,1,1,4.237475171,36.6353544,0,538900,194300,538900,194300,TRUE,16,Waltham Forest,E09000031,3880.793,0,F,0.007069112,51.62987517
2074,2074,88500,47,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,4.015607218,42.99231224,0,531800,196800,531800,196800,TRUE,15,Enfield,E09000010,8220.025,0,F,-0.094519472,51.65405181
1614,1614,88995,72,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,9.659567332,26.98672784,0,536800,187500,536800,187500,TRUE,16,Waltham Forest,E09000031,3880.793,0,F,-0.02590826,51.56927815
161,161,89000,72,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,2.733031674,34.50145208,0,524100,165900,524100,165900,TRUE,18,Sutton,E09000029,4384.698,0,F,-0.21666315,51.37807266
168,168,89000,60,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,3.777078319,30.82866525,1,528000,166000,528000,166000,TRUE,18,Sutton,E09000029,4384.698,0,F,-0.160614041,51.37810537
287,287,89000,38,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,3.625831367,53.98569239,0,518100,168200,518100,168200,TRUE,0,Kingston upon Thames,E09000021,3726.117,0,F,-0.302077208,51.40002692
1070,1070,89000,38,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,9.464344397,34.91566684,0,531400,178600,531400,178600,TRUE,10,Lambeth,E09000022,2724.94,43.927,T,-0.107107426,51.49057358
1263,1263,89000,81,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,9.241795549,22.54325407,0,541100,182700,541100,182700,TRUE,30,Newham,E09000025,3857.806,237.637,T,0.034176062,51.52508191
1366,1366,89000,96,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,7.041299932,17.84912657,1,547800,184100,547800,184100,TRUE,31,Barking and Dagenham,E09000002,3779.934,169.15,F,0.131284378,51.53594869
1461,1461,89000,88,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,7.858048162,16.73298204,1,549200,185300,549200,185300,TRUE,31,Barking and Dagenham,E09000002,3779.934,169.15,F,0.151965989,51.54636368
1884,1884,89000,96,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,5.656673804,33.07193077,0,537100,190500,537100,190500,TRUE,16,Waltham Forest,E09000031,3880.793,0,F,-0.020410256,51.59616631
2047,2047,89000,60,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,4.985735634,35.48470543,1,524000,195600,524000,195600,TRUE,9,Barnet,E09000003,8674.837,0,F,-0.207651114,51.64504141
49,49,89500,60,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,3.398058252,52.16847373,0,526300,163100,526300,163100,TRUE,18,Sutton,E09000029,4384.698,0,F,-0.186060534,51.35242042
665,665,89500,71,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,3.968106805,28.24995171,0,510800,173100,510800,173100,TRUE,3,Hounslow,E09000018,5658.541,60.755,F,-0.405451711,51.44554692
1570,1570,89500,70,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,8.729724804,36.38983495,0,543900,186900,543900,186900,TRUE,17,Redbridge,E09000026,5644.225,2.3,F,0.076231928,51.56211874
1784,1784,89500,54,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,4.839279407,61.03462239,0,529300,189300,529300,189300,TRUE,29,Haringey,E09000014,2959.837,0,T,-0.133410548,51.58722597
1785,1785,89500,61,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,10.74350118,27.70139182,0,532000,189300,532000,189300,TRUE,29,Haringey,E09000014,2959.837,0,T,-0.094456012,51.58659985
47,47,89950,52,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,3.398058252,52.16847373,0,526400,163000,526400,163000,TRUE,18,Sutton,E09000029,4384.698,0,F,-0.184660624,51.35149936
233,233,89950,41,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,2.966314731,56.22805956,0,518200,167400,518200,167400,TRUE,0,Kingston upon Thames,E09000021,3726.117,0,F,-0.300906686,51.39281512
451,451,89950,51,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,6.918151448,34.61347694,0,533500,170400,533500,170400,TRUE,1,Croydon,E09000008,8649.441,0,F,-0.079969102,51.41638394
922,922,89995,66,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,3.340926348,32.68425664,1,551000,176100,551000,176100,TRUE,14,Bexley,E09000004,6428.649,370.619,F,0.173968626,51.46321355
2079,2079,89995,48,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,7.612403101,22.35818362,1,535400,197100,535400,197100,TRUE,15,Enfield,E09000010,8220.025,0,F,-0.042389059,51.65589221
167,167,90000,46,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,2.688271037,37.82325392,0,522600,166000,522600,166000,TRUE,18,Sutton,E09000029,4384.698,0,F,-0.238172859,51.37929749
194,194,90000,68,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2.688271037,37.82325392,0,522700,166500,522700,166500,TRUE,18,Sutton,E09000029,4384.698,0,F,-0.236563784,51.38377009
348,348,90000,78,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,4.038086498,41.76796283,0,535000,169000,535000,169000,TRUE,2,Bromley,E09000006,15013.487,0,F,-0.058942006,51.40344621
444,444,90000,57,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,3.54220105,51.25578086,0,537200,170300,537200,170300,TRUE,2,Bromley,E09000006,15013.487,0,F,-0.026826925,51.41460172
448,448,90000,80,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,5.688800793,33.77192982,0,528100,170400,528100,170400,TRUE,20,Merton,E09000024,3762.466,0,F,-0.157589213,51.41763007
500,500,90000,53,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,6.32283992,42.10244239,0,527900,171000,527900,171000,TRUE,21,Wandsworth,E09000032,3522.022,95.6,T,-0.160247569,51.42306803
682,682,90000,75,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,7.100278183,37.95301781,0,536400,173200,536400,173200,TRUE,12,Lewisham,E09000023,3531.706,16.795,T,-0.03720826,51.44085807
927,927,90000,95,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,9.638225256,38.08541523,0,536600,176200,536600,176200,TRUE,12,Lewisham,E09000023,3531.706,16.795,T,-0.033173338,51.4677717
1358,1358,90000,93,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,5.026455026,23.29409893,0,551600,184000,551600,184000,TRUE,5,Havering,E09000016,11445.735,210.763,F,0.185995155,51.53404229
1394,1394,90000,126,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,9.672554933,25.04900039,1,544600,184400,544600,184400,TRUE,31,Barking and Dagenham,E09000002,3779.934,169.15,F,0.085296693,51.53947351
1399,1399,90000,67,0,0,0,0,1,0,0,0,0,1,0,0,1,1,1,4.869643392,34.57865383,0,517200,184500,517200,184500,TRUE,4,Ealing,E09000009,5554.428,0,F,-0.309602537,51.5467285
1469,1469,90000,40,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,2.516366612,47.94492812,0,508600,185500,508600,185500,TRUE,6,Hillingdon,E09000017,11570.063,0,F,-0.433281237,51.55743859
1624,1624,90000,114,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,4.307805596,32.92851228,0,547000,187600,547000,187600,TRUE,17,Redbridge,E09000026,5644.225,2.3,F,0.121219821,51.56760953
1643,1643,90000,38,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,7.56877087,52.26477449,0,530900,187800,530900,187800,TRUE,29,Haringey,E09000014,2959.837,0,T,-0.110885457,51.57337526
1665,1665,90000,53,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,12.32812864,29.36825618,0,533000,188000,533000,188000,TRUE,28,Hackney,E09000012,1904.902,0,T,-0.080521232,51.57468114
1752,1752,90000,62,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,7.324900887,43.69597616,0,530400,189000,530400,189000,TRUE,29,Haringey,E09000014,2959.837,0,T,-0.11765147,51.58427619
1894,1894,90000,70,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,4.949182501,31.05590062,0,514900,190700,514900,190700,TRUE,7,Harrow,E09000015,5046.33,0,F,-0.340732293,51.60293106
1929,1929,90000,104,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,5.747789312,18.87598223,0,552800,191200,552800,191200,TRUE,5,Havering,E09000016,11445.735,210.763,F,0.206415637,51.59841608
1937,1937,90000,60,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,8.068783069,34.41396509,0,530000,191400,530000,191400,TRUE,29,Haringey,E09000014,2959.837,0,T,-0.122532787,51.6059387
2066,2066,90000,45,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,4.371310137,40.68505687,0,526600,196300,526600,196300,TRUE,9,Barnet,E09000003,8674.837,0,F,-0.169836642,51.65075335
2030,2030,90500,54,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,4.237475171,36.6353544,0,539300,194600,539300,194600,TRUE,16,Waltham Forest,E09000031,3880.793,0,F,0.012964549,51.63247229
347,347,91000,73,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,6.525220176,31.35201306,0,532800,169000,532800,169000,TRUE,1,Croydon,E09000008,8649.441,0,F,-0.090555031,51.40396567
450,450,91000,64,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,6.985187337,38.22781021,0,530400,170400,530400,170400,TRUE,10,Lambeth,E09000022,2724.94,43.927,T,-0.124528115,51.4171056
582,582,91000,76,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,7.58988016,25.6155055,0,538100,172000,538100,172000,TRUE,12,Lewisham,E09000023,3531.706,16.795,T,-0.0132291,51.42966145
973,973,91000,112,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,6.943005181,21.93677777,0,552100,176900,552100,176900,TRUE,14,Bexley,E09000004,6428.649,370.619,F,0.190137384,51.47010776
992,992,91000,51,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,11.39819674,26.6382345,0,536800,177100,536800,177100,TRUE,12,Lewisham,E09000023,3531.706,16.795,T,-0.029946995,51.47581188
1324,1324,91000,77,0,0,0,0,1,0,0,1,0,0,0,0,1,1,1,6.850223918,23.44713491,0,512500,183600,512500,183600,TRUE,4,Ealing,E09000009,5554.428,0,F,-0.377649434,51.53959535
1699,1699,91500,75,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,7.601935038,38.36059338,0,531600,188400,531600,188400,TRUE,29,Haringey,E09000014,2959.837,0,T,-0.100564357,51.57860473
1905,1905,91500,54,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,3.53209267,49.8185699,1,540500,190800,540500,190800,TRUE,17,Redbridge,E09000026,5644.225,2.3,F,0.02876985,51.59802443
431,431,91950,84,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,8.017854191,35.39019964,0,533800,170200,533800,170200,TRUE,2,Bromley,E09000006,15013.487,0,F,-0.075732535,51.4145157
1375,1375,91995,105,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,6.526598122,19.2537909,0,546700,184200,546700,184200,TRUE,31,Barking and Dagenham,E09000002,3779.934,169.15,F,0.11547567,51.53713429
149,149,92000,74,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,3.261470426,40.56423174,0,528600,165700,528600,165700,TRUE,18,Sutton,E09000029,4384.698,0,F,-0.152105329,51.37527334
222,222,92000,58,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,6.091248345,35.21728049,0,534200,167100,534200,167100,TRUE,1,Croydon,E09000008,8649.441,0,F,-0.071156072,51.38655972
369,369,92000,41,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,6.303561226,34.36036224,0,526800,169300,526800,169300,TRUE,20,Merton,E09000024,3762.466,0,F,-0.176669824,51.4080355
611,611,92000,51,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,2.738021157,40.6346502,0,546000,172300,546000,172300,TRUE,14,Bexley,E09000004,6428.649,370.619,F,0.10046779,51.43037681
762,762,92000,68,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,5,23.66465167,0,508900,174300,508900,174300,TRUE,3,Hounslow,E09000018,5658.541,60.755,F,-0.432414489,51.4567026
1448,1448,92000,61,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,6.572541383,27.35834371,1,513900,185200,513900,185200,TRUE,4,Ealing,E09000009,5554.428,0,F,-0.356950984,51.55369649
1557,1557,92000,66,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,8.107656302,33.08429287,0,538300,186800,538300,186800,TRUE,16,Waltham Forest,E09000031,3880.793,0,F,-0.004552078,51.56262131
1717,1717,92000,61,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,7.364144236,34.39559588,1,519100,188600,519100,188600,TRUE,8,Brent,E09000005,4323.27,0,F,-0.280822015,51.58318288
1720,1720,92000,66,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,10.44087491,29.07941201,0,532200,188600,532200,188600,TRUE,29,Haringey,E09000014,2959.837,0,T,-0.091834171,51.58026178
1334,1334,92001,58,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,6.850223918,23.44713491,0,511700,183700,511700,183700,TRUE,4,Ealing,E09000009,5554.428,0,F,-0.389149483,51.54065315
700,700,92500,47,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,7.129168264,45.37716466,0,534600,173400,534600,173400,TRUE,11,Southwark,E09000028,2991.34,105.139,T,-0.063018122,51.44308623
1018,1018,92995,85,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,7.999381092,24.35041886,0,545400,177600,545400,177600,TRUE,13,Greenwich,E09000011,5044.19,310.785,F,0.09402089,51.47815994
118,118,93000,57,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,5.951352019,48.4373851,0,533400,164900,533400,164900,TRUE,1,Croydon,E09000008,8649.441,0,F,-0.083473617,51.36697551
564,564,93000,73,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,7.758478081,21.27421498,1,539700,171700,539700,171700,TRUE,12,Lewisham,E09000023,3531.706,16.795,T,0.009655789,51.42657307
1196,1196,93000,63,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,5.730659026,50.66945607,1,526500,181500,526500,181500,TRUE,24,Westminster,E09000033,2203.005,54.308,T,-0.176615258,51.51775632
1335,1335,93000,59,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,6.850223918,23.44713491,0,512000,183700,512000,183700,TRUE,4,Ealing,E09000009,5554.428,0,F,-0.384824964,51.54059369
1758,1758,93000,53,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,8.244346734,27.38034716,0,521700,189100,521700,189100,TRUE,9,Barnet,E09000003,8674.837,0,F,-0.243137103,51.58712139
1900,1900,93000,69,0,0,0,0,1,0,1,0,0,0,0,0,1,1,1,5.264176505,30.33107868,0,543600,190700,543600,190700,TRUE,17,Redbridge,E09000026,5644.225,2.3,F,0.073460585,51.5963439
231,231,93500,70,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,8.018867925,28.23650739,0,532400,167300,532400,167300,TRUE,1,Croydon,E09000008,8649.441,0,F,-0.096937279,51.38878012
386,386,93500,74,0,0,0,0,1,0,1,0,0,0,0,0,1,1,1,5.735204393,33.16257188,0,529600,169500,529600,169500,TRUE,20,Merton,E09000024,3762.466,0,F,-0.136356551,51.40919999
642,642,93500,58,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,5.193236715,31.74654752,1,543600,172800,543600,172800,TRUE,13,Greenwich,E09000011,5044.19,310.785,F,0.066166651,51.43548358
1397,1397,93500,64,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,6.572541383,27.35834371,0,513000,184500,513000,184500,TRUE,4,Ealing,E09000009,5554.428,0,F,-0.370153055,51.54758537
1605,1605,93500,85,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,9.659567332,26.98672784,0,536600,187400,536600,187400,TRUE,16,Waltham Forest,E09000031,3880.793,0,F,-0.028831401,51.56842794
304,304,94000,62,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,6.739409499,36.3177195,1,533700,168300,533700,168300,TRUE,1,Croydon,E09000008,8649.441,0,F,-0.077886135,51.39746288
339,339,94000,57,0,0,0,0,1,0,0,0,0,1,0,0,1,1,1,8.347788378,26.17632733,0,527700,168900,527700,168900,TRUE,20,Merton,E09000024,3762.466,0,F,-0.163879358,51.40423831
629,629,94000,46,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,6.976744186,43.79391101,0,531400,172600,531400,172600,TRUE,10,Lambeth,E09000022,2724.94,43.927,T,-0.109337923,51.43664764
786,786,94000,88,0,0,0,0,1,0,0,1,0,0,0,0,1,1,1,3.398058252,35.35383114,0,549700,174500,549700,174500,TRUE,14,Bexley,E09000004,6428.649,370.619,F,0.154589313,51.449181
883,883,94000,61,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,10.19477101,32.96878943,0,534100,175600,534100,175600,TRUE,11,Southwark,E09000028,2991.34,105.139,T,-0.06937491,51.46297729
1564,1564,94000,78,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,8.107656302,33.08429287,0,538100,186900,538100,186900,TRUE,16,Waltham Forest,E09000031,3880.793,0,F,-0.007396584,51.56356902
1577,1577,94000,73,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,8.107656302,33.08429287,0,538400,187000,538400,187000,TRUE,16,Waltham Forest,E09000031,3880.793,0,F,-0.003031419,51.56439416
1584,1584,94000,50,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,10.04243281,36.25452299,0,530100,187100,530100,187100,TRUE,27,Islington,E09000019,1485.664,0,T,-0.122683397,51.56726918
1836,1836,94000,73,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,7.312744054,33.40355376,0,537000,189900,537000,189900,TRUE,16,Waltham Forest,E09000031,3880.793,0,F,-0.022087532,51.59079844
1919,1919,94000,71,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,5.131964809,32.81790437,0,518700,191100,518700,191100,TRUE,7,Harrow,E09000015,5046.33,0,F,-0.285747195,51.60573813
1990,1990,94000,68,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,4.354642048,35.8137045,0,541600,192400,541600,192400,TRUE,17,Redbridge,E09000026,5644.225,2.3,F,0.045288813,51.61212752
319,319,94500,129,0,0,1,0,0,0,0,0,1,0,0,0,1,1,1,6.32777895,28.30169628,0,530300,168500,530300,168500,TRUE,20,Merton,E09000024,3762.466,0,F,-0.126663731,51.40005171
466,466,94500,55,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,6.985187337,38.22781021,0,529500,170600,529500,170600,TRUE,10,Lambeth,E09000022,2724.94,43.927,T,-0.137391864,51.41910951
908,908,94500,94,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,7.368232341,27.91334661,0,541700,175900,541700,175900,TRUE,13,Greenwich,E09000011,5044.19,310.785,F,0.040089267,51.4638214
1692,1692,94500,71,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,4.00056346,36.47798742,0,552000,188300,552000,188300,TRUE,5,Havering,E09000016,11445.735,210.763,F,0.19361704,51.57257381
1574,1574,94750,70,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,6.902263943,32.05876985,0,546500,186900,546500,186900,TRUE,17,Redbridge,E09000026,5644.225,2.3,F,0.113718269,51.56144927
317,317,94950,88,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,4.810126582,28.03035482,0,547200,168400,547200,168400,TRUE,2,Bromley,E09000006,15013.487,0,F,0.116099959,51.39501896
1714,1714,94950,55,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4.285996445,48.2215556,1,514500,188600,514500,188600,TRUE,7,Harrow,E09000015,5046.33,0,F,-0.347191497,51.58413645
987,987,94995,98,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,3.6032619,30.88895254,0,550300,177000,550300,177000,TRUE,14,Bexley,E09000004,6428.649,370.619,F,0.164281137,51.47148742
1207,1207,94995,98,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,12.77093073,18.75731728,0,539600,181800,539600,181800,TRUE,30,Newham,E09000025,3857.806,237.637,T,0.012209024,51.51736652
1578,1578,94995,62,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,8.729724804,36.38983495,0,543900,187000,543900,187000,TRUE,17,Redbridge,E09000026,5644.225,2.3,F,0.076272871,51.56301739
1838,1838,94995,75,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,7.312744054,33.40355376,0,537200,189900,537200,189900,TRUE,16,Waltham Forest,E09000031,3880.793,0,F,-0.019201925,51.59074977
48,48,95000,69,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,3.398058252,52.16847373,0,526200,163100,526200,163100,TRUE,18,Sutton,E09000029,4384.698,0,F,-0.187495977,51.35244264
121,121,95000,60,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,3.261470426,40.56423174,0,528200,165000,528200,165000,TRUE,18,Sutton,E09000029,4384.698,0,F,-0.158102418,51.36907218
132,132,95000,63,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,5.269997112,34.48302117,0,531500,165200,531500,165200,TRUE,1,Croydon,E09000008,8649.441,0,F,-0.110643414,51.37011505
180,180,95000,53,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,4.788519637,37.74218918,0,535500,166200,535500,166200,TRUE,1,Croydon,E09000008,8649.441,0,F,-0.052826233,51.37816203
249,249,95000,59,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,4.810126582,28.03035482,0,547100,167500,547100,167500,TRUE,2,Bromley,E09000006,15013.487,0,F,0.114290469,51.38695701
374,374,95000,50,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3.640776699,56.28651807,1,523400,169400,523400,169400,TRUE,20,Merton,E09000024,3762.466,0,F,-0.225500035,51.40968453
584,584,95000,90,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,6.639413589,32.33163595,0,541700,172000,541700,172000,TRUE,12,Lewisham,E09000023,3531.706,16.795,T,0.038527392,51.42877253
894,894,95000,35,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,9.433203805,37.50458178,0,530200,175800,530200,175800,TRUE,10,Lambeth,E09000022,2724.94,43.927,T,-0.125416375,51.46568561
1007,1007,95000,86,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,3.6032619,30.88895254,1,550300,177300,550300,177300,TRUE,14,Bexley,E09000004,6428.649,370.619,F,0.164408765,51.47418326
1025,1025,95000,83,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,3.6032619,30.88895254,1,549900,177700,549900,177700,TRUE,14,Bexley,E09000004,6428.649,370.619,F,0.158822681,51.47788386
1135,1135,95000,30,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,8.172787477,42.88425047,0,521400,179800,521400,179800,TRUE,22,Hammersmith and Fulham,E09000013,1715.409,75.648,T,-0.250675049,51.50359554
1188,1188,95000,76,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,9.747153059,23.94197952,0,541300,181200,541300,181200,TRUE,30,Newham,E09000025,3857.806,237.637,T,0.036455897,51.51155171
1202,1202,95000,131,0,0,1,0,0,0,0,0,1,0,0,0,1,1,1,9.747153059,23.94197952,0,541500,181600,541500,181600,TRUE,30,Newham,E09000025,3857.806,237.637,T,0.039496977,51.51509636
